inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)",0.8309558,0.854492886,0.906458989,1.387856189,1.153251235,1.371766066,1.311102651,1.400641025,1.195850609,1.265307205,1.175444338,1.319411541,1.179859477,1.23689331,1.325434737,1.355012199,1.323291336,1.318711379,1.241355493,1.243102712,1.260423622,1.288344964,1.27918576,1.3291561,1.315860043,1.308052757,1.296885538,1.294603133,1.251624698,1.253120242,1.2777634,1.303550581,1.260719413,1.321494476,1.257498146,1.27430703,1.316093022,1.272272536,1.313765418,1.252780438,1.262578403,1.312955529,1.31705895,1.298665301,1.293412253,1.303836389,1.212651951,1.406829195,1.262319574,1.297461249,1.328208345,1.2673216,1.278915933,1.283737095,1.244643493,1.283282402,1.344560809,1.299426368,1.257399445,1.305601148,1.297979747,1.36506988,1.318780305,1.310388819,1.283865116,1.288023718,1.298973571,1.310382444,1.287444038,1.277211964,1.325423749,1.296021624,1.277971179,1.290665073,1.278714062,1.272721083,1.269806477,1.282715654,1.299862006,1.298604765,1.284323533,1.291742437,1.296875296,1.310145851,1.28454798,1.297866708,1.28770292,1.304915239,1.298848913,1.283466471,1.278729824,1.298826106,1.29421797,1.289826601,1.304275769,1.290408337,1.289091057,1.288850752,1.286996447,1.293126517,1.298465219,1.298009515,1.299286884,1.300473787,1.292889013,1.292167368,1.295552962,1.292228049,1.301894275,1.299978318,1.295936879,1.275810586,1.293926157,1.298927175,1.290755568,1.300625158,1.28847492,1.293096527,1.293427373,1.298530848,1.290973984,1.293931648,1.30447447,1.295317982,1.29518254,1.296227064,1.294887429,1.295672511,1.296328324,1.294997806,1.295288076,1.295573223,1.295248715,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",0.970598131,1.021117057,0.844437252,1.458136316,1.194525437,1.619193162,1.476423248,1.287650158,1.00241505,1.166695725,1.238918968,1.457985805,1.311143966,1.307917015,1.430436818,1.479915488,1.294323681,1.246383477,1.279865719,1.431391107,1.275831123,1.263084498,1.379583295,1.234226607,1.307556201,1.293058313,1.230941576,1.373111062,1.317803408,1.198780083,1.374427858,1.329836522,1.308108959,1.377534804,1.21804931,1.253163233,1.336357559,1.315476443,1.292128007,1.260709195,1.328352499,1.343235043,1.26401614,1.295126396,1.278891981,1.244450233,1.293860192,1.28466497,1.29786435,1.307245783,1.310939522,1.304677561,1.304378832,1.325852298,1.2741406,1.278971102,1.271748952,1.337677452,1.279629234,1.288927455,1.305877654,1.253687269,1.277038337,1.295284641,1.22255809,1.303474534,1.339939623,1.305579691,1.311329182,1.294074821,1.285214992,1.264011388,1.274084181,1.318195492,1.303267703,1.285409356,1.287097465,1.30814694,1.303618751,1.281994858,1.309429748,1.31112414,1.29236288,1.305699054,1.308700829,1.291763381,1.316891994,1.290105571,1.312148228,1.28373679,1.288816827,1.282866046,1.291049744,1.292387866,1.299663537,1.281890466,1.296027884,1.299257704,1.299355867,1.298700158,1.300115352,1.302575827,1.301519306,1.287751404,1.28080446,1.295478474,1.289511532,1.285498637,1.292718288,1.295589484,1.30206519,1.289809241,1.290463097,1.295797267,1.295527401,1.295774359,1.292257446,1.292962192,1.295420301,1.29661143,1.294590453,1.295957557,1.299723732,1.296129781,1.295631693,1.295080012,1.294881175,1.29519414,1.295566864,1.295767911,1.295226605,1.295737359,1.29537533,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C18H20N2O6/c1-23-13-5-11(6-14(24-2)17(13)21)9-19-20-10-12-7-15(25-3)18(22)16(8-12)26-4/h5-10,21-22H,1-4H3",1.615204776,1.187084304,1.179937841,1.347858287,1.026319093,0.816844202,1.246477073,1.453399259,1.303540598,1.997745854,1.374043712,1.011716005,1.245285804,1.37167771,1.318638954,1.039985627,1.523153909,1.371930656,1.216922108,1.659843796,1.507939719,1.159895944,1.513109492,1.395245928,1.325767989,1.079021714,1.370708734,1.117761083,1.263041855,1.349390993,1.335024737,1.4731595,1.243266594,1.513785313,1.273993353,1.381049721,1.336235641,1.271720521,1.298079344,1.220555015,1.177935314,1.309856601,1.220900595,1.340686123,1.25539491,1.307463779,1.289247759,1.324278801,1.264585982,1.333103098,1.291440537,1.308835101,1.374793117,1.290111624,1.327973445,1.279330461,1.366191229,1.353093313,1.323531437,1.334691474,1.339518392,1.271928017,1.281567401,1.22287458,1.349389709,1.365660851,1.377165219,1.246126697,1.277232433,1.357392936,1.255455103,1.281718711,1.331157733,1.252139664,1.357449351,1.308180602,1.32581984,1.293273708,1.249475342,1.342607494,1.314264844,1.300749897,1.246798224,1.22139872,1.225989847,1.335062236,1.286755639,1.332066839,1.286916032,1.353142617,1.346819245,1.343970979,1.270024112,1.261069497,1.286272096,1.286273708,1.244586071,1.23777533,1.286638832,1.341147575,1.286137654,1.301391047,1.339699826,1.278144218,1.319428456,1.274900262,1.316069018,1.282939204,1.259251528,1.249221372,1.349799772,1.302258381,1.281854033,1.261204232,1.282228084,1.307454324,1.292798923,1.28893812,1.285943161,1.299607531,1.292407954,1.286871408,1.293808059,1.298622892,1.295587269,1.288747143,1.297201994,1.291381388,1.28709064,1.297644404,1.295735057,1.296115152,1.293049997,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H10O4/c1-12-7-3-6(5-10)4-8(13-2)9(7)11/h3-5,11H,1-2H3",1.219761702,0.98156249,0.976714931,1.381181996,1.049668633,1.081014918,1.279732887,1.42452741,1.20633613,1.552894801,1.276413991,1.131623921,1.277558414,1.306507,1.306063494,1.266619741,1.413033332,1.369620832,1.200572959,1.451712315,1.308182768,1.166053317,1.382608458,1.398532159,1.325015012,1.230109259,1.336806012,1.272929769,1.266910841,1.300362678,1.266240993,1.258090973,1.298842627,1.34348562,1.287226095,1.310501812,1.288089015,1.260547593,1.292287188,1.285235727,1.225936263,1.273989133,1.244841453,1.358051519,1.271834205,1.338684739,1.322840672,1.317739093,1.284381052,1.315635437,1.301219016,1.290175598,1.321768446,1.274745058,1.306960122,1.278726166,1.288278732,1.288590236,1.308478099,1.306956019,1.298142144,1.283195476,1.272399993,1.268574288,1.304521,1.26933265,1.280328118,1.300914015,1.29395126,1.292130219,1.285648092,1.280534679,1.291756723,1.298603907,1.287314021,1.315028503,1.318131058,1.304231755,1.264324044,1.281257581,1.316272009,1.282973194,1.301558358,1.296785282,1.306278714,1.303042571,1.295519948,1.306905224,1.293335763,1.296928147,1.301250468,1.304527592,1.304090867,1.293899335,1.303675213,1.293729094,1.284309186,1.290993353,1.310495702,1.304712292,1.293815797,1.30672767,1.296682838,1.282974855,1.280529818,1.285890095,1.279921127,1.281217135,1.286110958,1.296926939,1.304339723,1.300083295,1.283203435,1.284603404,1.298643753,1.295327282,1.299180147,1.296529482,1.299518876,1.297085137,1.290669558,1.290410194,1.296926169,1.297729204,1.295183337,1.296788584,1.296217173,1.293819086,1.295750357,1.295214821,1.295499092,1.295452634,1.295723883,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C17H14O8/c1-23-11-3-7(4-12(24-2)14(11)20)17-16(22)15(21)13-9(19)5-8(18)6-10(13)25-17/h3-6,18-20,22H,1-2H3",2.098979821,1.062812716,1.171563987,1.382903836,0.946711224,0.876772556,1.188987689,1.369137216,1.218541537,1.560984783,1.337937431,1.10771501,1.47000744,1.419965037,1.331442716,1.187666836,1.427004965,1.321853295,1.274101997,1.355542528,1.372314966,1.179693649,1.415972381,1.42062521,1.353878866,1.29367975,1.327892193,1.332775378,1.303665572,1.315490545,1.308028874,1.218244407,1.357662682,1.327361136,1.296398885,1.32789131,1.314483204,1.286303325,1.261249478,1.260117916,1.267835851,1.241380603,1.251682349,1.349448523,1.253522275,1.279613414,1.313028372,1.340926491,1.25434061,1.304715485,1.294367168,1.275737606,1.338361434,1.267195419,1.314141338,1.255387432,1.28625321,1.345144122,1.275828459,1.324797751,1.290997558,1.264565053,1.269629188,1.335052642,1.322545916,1.295919166,1.306058953,1.284511127,1.286753962,1.287974014,1.324525766,1.289276212,1.252372625,1.290275941,1.305855014,1.353603577,1.329363524,1.313430273,1.294746506,1.295430122,1.295855342,1.292859313,1.289055299,1.294263173,1.287079953,1.305518054,1.306906022,1.311749021,1.311433787,1.30931928,1.302057824,1.319695133,1.318789547,1.274635468,1.306418094,1.297936279,1.284661473,1.30531288,1.341285153,1.296017884,1.290635424,1.280674259,1.292957189,1.288342117,1.300007695,1.293808412,1.301929502,1.294111498,1.297100142,1.295162624,1.298393443,1.296536665,1.296347435,1.301533437,1.296784869,1.301464334,1.289632195,1.288477728,1.295542791,1.294360082,1.297507696,1.293812168,1.290418358,1.29499283,1.29557415,1.295734922,1.296486413,1.294891499,1.29588851,1.295981072,1.295484983,1.295524972,1.295536767,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H14O2/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,11-12H,1-3H3",1.000954518,1.009537487,0.928919164,1.189024612,1.284264927,1.041343054,1.268278954,1.542650538,1.473265248,1.364805302,0.954582574,1.160469186,1.223038542,1.291341162,1.249913295,1.262262368,1.332641325,1.291492817,1.445203211,1.153013503,1.524239687,1.30570222,1.574308265,1.224143174,1.254965141,1.340471671,1.284151784,1.283975464,1.399715696,1.243762647,1.290883539,1.181486201,1.242666447,1.096730026,1.084001109,1.264185554,1.240423351,1.407772022,1.372881152,1.38960845,1.257807067,1.397190315,1.278494881,1.354221,1.181102578,1.295187647,1.258654762,1.308964699,1.23601528,1.383434716,1.27959253,1.33423343,1.355518129,1.301082734,1.262512449,1.357552165,1.31828191,1.303397756,1.294296119,1.303887236,1.312795719,1.233268701,1.272350212,1.271520743,1.277037289,1.278535991,1.291683095,1.288458254,1.269133687,1.294810101,1.286032378,1.257533332,1.268880119,1.282684869,1.263675375,1.361414375,1.330880505,1.309171117,1.313567978,1.316579735,1.311789648,1.278777588,1.282502791,1.287449542,1.292312298,1.270860326,1.294892782,1.323169569,1.302619309,1.283519275,1.28689046,1.274744348,1.289641812,1.311532856,1.314988344,1.290790751,1.319202937,1.288934467,1.303508379,1.305362486,1.314945249,1.292008437,1.291133862,1.294661257,1.298085677,1.30162845,1.303758412,1.293506222,1.302784659,1.287740894,1.308361026,1.294720508,1.279554643,1.296281891,1.302377658,1.296337995,1.296515454,1.287453543,1.299234745,1.298042508,1.292560141,1.295536995,1.293850618,1.297750819,1.296433016,1.296305495,1.29612595,1.294043938,1.296212926,1.295777509,1.295773749,1.295360027,1.295942315,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",0.931945561,1.233005531,2.26664774,0.593813397,1.094902923,1.107791673,1.197588618,1.065833702,0.66716812,1.082589157,1.117771648,1.072232742,1.086660007,1.396689822,1.106831329,1.198188518,1.22193146,1.514813068,1.186473543,1.412580228,1.284923244,1.054519532,1.194869849,1.492038148,1.302198294,1.240925371,1.392605169,1.402147574,1.221458805,1.284728784,1.340668975,1.238315112,1.280420733,1.202821376,1.230570286,1.18546293,1.228880493,1.270771875,1.424210404,1.274122376,1.298227088,1.385948859,1.25936052,1.169218573,1.313002351,1.305071692,1.342345844,1.278327337,1.267607522,1.282717699,1.296164222,1.321062108,1.276402739,1.31242522,1.293988196,1.268500315,1.257094195,1.293160551,1.311714013,1.299691963,1.336432901,1.285607289,1.277242735,1.394525152,1.31233454,1.359737247,1.315213957,1.299832271,1.311920438,1.307024539,1.3003849,1.326980156,1.289212942,1.310736422,1.278311919,1.328870526,1.29256693,1.294565294,1.324714104,1.296987362,1.292703661,1.274835802,1.303405264,1.269944348,1.263485979,1.305743844,1.297449861,1.325513855,1.309404894,1.312150384,1.291241244,1.304651636,1.277847952,1.290374317,1.27593063,1.282448747,1.302042335,1.269278308,1.272126421,1.315807125,1.284696831,1.289501801,1.294210379,1.285616447,1.306068381,1.289019995,1.317905416,1.292047132,1.301869081,1.283273128,1.295117414,1.294175015,1.301473455,1.299696834,1.284478038,1.296752128,1.299928053,1.298922181,1.298316443,1.298834651,1.298978694,1.298609778,1.296139334,1.294444698,1.296219847,1.293341737,1.296492089,1.294151031,1.296281342,1.295679193,1.295580066,1.295302885,1.295815835,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",0.954039412,1.251296138,2.281394295,0.609023307,1.072515074,1.07075988,1.245428484,0.997370678,0.551785095,1.171959679,1.169237149,1.136788603,1.191777782,1.404940918,1.124996877,1.268379959,1.296625823,1.437734123,1.191564069,1.361024525,1.350005156,0.979589245,1.205625106,1.539519994,1.325240353,1.229261231,1.451657598,1.433894297,1.255022384,1.204333842,1.289218451,1.195723588,1.281484346,1.172766751,1.307326189,1.158177503,1.222169801,1.277999754,1.340070352,1.2448153,1.274150765,1.392376214,1.246727269,1.226477324,1.352686641,1.356524355,1.352612544,1.271199351,1.267724438,1.275900641,1.302857091,1.321331667,1.282165011,1.309649665,1.236982411,1.272414958,1.209693767,1.262566315,1.315247556,1.278521039,1.327857927,1.310943169,1.242286635,1.321383085,1.31900955,1.362421156,1.279375131,1.293450288,1.320969095,1.290050255,1.283652124,1.313180387,1.293843186,1.303101548,1.292195395,1.379495513,1.274590885,1.312371303,1.325056849,1.283247189,1.293737857,1.253611394,1.313098938,1.257535497,1.2718194,1.322268908,1.283612159,1.317720829,1.331543357,1.346774278,1.285141309,1.315422497,1.284222692,1.299752636,1.280547746,1.254868325,1.287224249,1.24827145,1.265320641,1.309687008,1.320963468,1.262609635,1.29518652,1.277842221,1.304084758,1.282135574,1.313682798,1.309464163,1.300388865,1.295870635,1.297689536,1.300509196,1.31090737,1.304684299,1.286088001,1.297845353,1.301671885,1.301624871,1.29467973,1.30202684,1.300432713,1.299782512,1.299305868,1.295994212,1.299099106,1.283282594,1.296457059,1.289260653,1.297025901,1.296350128,1.295199794,1.295751836,1.29600617,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H20O2/c1-9(2,11)8-4-6-10(3,12)7-5-8/h8,11-12H,4-7H2,1-3H3",1.047103966,1.093021467,0.823466047,1.175775797,1.726638292,1.327826964,1.210299607,1.395706466,1.506779792,1.271218553,1.056018557,1.235235377,1.224743211,1.377188349,1.251666482,1.286201341,1.272835455,1.346024442,1.335501562,1.462444771,1.387822486,1.243216348,1.462196767,1.311453677,1.445772268,1.291430485,1.192945039,1.420262061,1.281971254,1.265131536,1.294391473,1.296181497,1.317759323,1.234443907,1.17929327,1.292415597,1.410813899,1.236087852,1.306301148,1.309501458,1.320643641,1.317727606,1.299043833,1.3226579,1.259742831,1.313886593,1.272986459,1.328085957,1.298740022,1.315553574,1.233948209,1.332918341,1.240458888,1.322702209,1.263861655,1.194816439,1.22400485,1.270996454,1.189896356,1.305368187,1.244420544,1.190944374,1.265938856,1.308875353,1.260253434,1.355218158,1.375004771,1.336623509,1.257983522,1.283020513,1.247586643,1.220505395,1.294981331,1.293687426,1.317647725,1.300188098,1.311152819,1.354227979,1.201893707,1.282452259,1.19721071,1.278409195,1.337179078,1.357250339,1.355350158,1.25078862,1.286602454,1.206217768,1.305145699,1.286068327,1.29903017,1.344368705,1.315376564,1.33527265,1.290955988,1.318794785,1.288878064,1.287883406,1.27282839,1.294200393,1.303474209,1.287392916,1.309613723,1.32219553,1.316898273,1.287635886,1.312805165,1.321012947,1.310801367,1.284314343,1.263213962,1.315197147,1.330812441,1.305274291,1.282243742,1.29803163,1.284101081,1.28216678,1.289523764,1.292995443,1.302976094,1.299256337,1.293488107,1.293285477,1.29436238,1.293067701,1.293860755,1.296870497,1.295874301,1.29605487,1.295851102,1.293939849,1.295716639,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",0.93480657,0.816165698,1.155721237,1.237570209,1.272604973,1.447313903,1.108474368,1.209849274,1.461326306,1.070192985,1.272723701,1.213047694,1.218256911,1.304139994,1.333172097,1.231418994,1.377011975,1.285423923,1.154476209,1.416987603,1.234302093,1.338819071,1.429351245,1.203538044,1.272025238,1.240661922,1.269515473,1.219143438,1.330966982,1.256981488,1.212029702,1.323679691,1.232308764,1.161763039,1.372480229,1.225830149,1.272549434,1.249537255,1.278567855,1.310625638,1.312119023,1.29274681,1.304853471,1.274865443,1.335539235,1.357580396,1.307086731,1.233426441,1.334092229,1.270301773,1.274304079,1.298636846,1.298998401,1.260096459,1.254589538,1.285069085,1.286801928,1.350350509,1.326876867,1.302033082,1.332189833,1.326230498,1.30748627,1.323209483,1.303724135,1.322659449,1.269987664,1.281986248,1.278327251,1.293891535,1.309982221,1.301723256,1.281882299,1.259105909,1.324979402,1.325115692,1.292546362,1.284276161,1.30610564,1.305950729,1.300417288,1.30208428,1.302089814,1.290399865,1.314753028,1.29929742,1.296358107,1.296664031,1.305066104,1.29048397,1.316095051,1.283982035,1.293374116,1.292616566,1.278978515,1.287420217,1.290531769,1.29968149,1.286568857,1.303837192,1.311351226,1.280290211,1.293673447,1.306853207,1.302633061,1.30572754,1.294683913,1.309247562,1.296484891,1.301725511,1.305054612,1.284554187,1.288734605,1.296402012,1.296251166,1.300956177,1.295801402,1.293048492,1.294672843,1.297078128,1.293476923,1.295136258,1.299424556,1.295500652,1.296881663,1.29052149,1.295662532,1.293796367,1.295276349,1.296210841,1.295523101,1.295767514,1.295612758,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
